0	1.287,12348	network model critic dynam epidem scale system complex studi spread behavior properti sandpil simul structur pattern process self-organ growth comput diseas global connect data internet gener heterogen order present weight fractal expon statist graph scale-fre state evolut character transit predict interact distribut mobil renorm phase featur pandem paramet correl numer topologi point case univers aggreg topolog larg size dimens metapopul avalanch measur popul stochast fix time travel outbreak transport influenza degre class number cluster function limit analyt framework threshold social individu transform traffic activ natur spatial disloc problem web field phenomena diffus scheme theoret level emerg conserv law group relat large-scal geograph inform fluctuat effect infect real random flow scenario fractur set impact understand commun valu diffusion-limit mean-field direct percol driven strategi base small-world origin depend develop world absorb condit similar rang includ coupl wide nonequilibrium lattic energi protein sampl quantit defin detail infecti subpopul rate finit rule repres breakdown event countri map local human increas dla forest-fir underli drive probabl consid assess basic acoust invari densiti disord edg compar applic user agreement tool invas interest critical-behavior nois approxim explor exhibit method transmiss singl respons descript describ popular fst stationari asymptot central vertic element discuss import determin power integr 
1	0,16174	
2	0,16174	
3	0,16174	
4	0,16174	
5	0,16174	
6	0,16174	
7	0,16174	
8	0,16174	
9	0,16174	
10	0,16174	
11	0,16174	
12	0,16174	
13	0,16174	
14	0,16174	
15	0,16174	
16	0,16174	
17	0,16174	
18	0,16174	
19	0,16174	
20	0,16174	
21	0,16174	
22	0,16174	
23	0,16174	
24	0,16174	
25	0,16174	
26	0,16174	
27	0,16174	
28	0,16174	
29	0,16174	
30	0,16174	
31	0,16174	
32	0,16174	
33	0,16174	
34	0,16174	
35	0,16174	
36	0,16174	
37	0,16174	
38	0,16174	
39	0,16174	
40	0,16174	
41	0,16174	
42	0,16174	
43	0,16174	
44	0,16174	
45	0,16174	
46	0,16174	
47	0,16174	
48	0,16174	
49	0,16174	
50	0,16174	
51	0,16174	
52	0,16174	
53	0,16174	
54	0,16174	
55	0,16174	
56	0,16174	
57	0,16174	
58	0,16174	
59	0,16174	
60	0,16174	
61	0,16174	
62	0,16174	
63	0,16174	
64	0,16174	
65	0,16174	
66	0,16174	
67	0,16174	
68	0,16174	
69	0,16174	
70	0,16174	
71	0,16174	
72	0,16174	
73	0,16174	
74	0,16174	
75	0,16174	
76	0,16174	
77	0,16174	
78	0,16174	
79	0,16174	
80	0,16174	
81	0,16174	
82	0,16174	
83	0,16174	
84	0,16174	
85	0,16174	
86	0,16174	
87	0,16174	
88	0,16174	
89	0,16174	
90	0,16174	
91	0,16174	
92	0,16174	
93	0,16174	
94	0,16174	
95	0,16174	
96	0,16174	
97	0,16174	
98	0,16174	
99	0,16174	
100	0,16174	
101	0,16174	
102	0,16174	
103	0,16174	
104	0,16174	
105	0,16174	
106	0,16174	
107	0,16174	
108	0,16174	
109	0,16174	
110	0,16174	
111	0,16174	
112	0,16174	
113	0,16174	
114	0,16174	
115	0,16174	
116	0,16174	
117	0,16174	
118	0,16174	
119	0,16174	
120	0,16174	
121	0,16174	
122	0,16174	
123	0,16174	
124	0,16174	
125	0,16174	
126	0,16174	
127	0,16174	
128	0,16174	
129	0,16174	
130	0,16174	
131	0,16174	
132	0,16174	
133	0,16174	
134	0,16174	
135	0,16174	
136	0,16174	
137	0,16174	
138	0,16174	
139	0,16174	
140	0,16174	
141	0,16174	
142	0,16174	
143	0,16174	
144	0,16174	
145	0,16174	
146	0,16174	
147	0,16174	
148	0,16174	
149	0,16174	
150	0,16174	
151	0,16174	
152	0,16174	
153	0,16174	
154	0,16174	
155	0,16174	
156	0,16174	
157	0,16174	
158	0,16174	
159	0,16174	
160	0,16174	
161	0,16174	
162	0,16174	
163	0,16174	
164	0,16174	
165	0,16174	
166	0,16174	
167	0,16174	
168	0,16174	
169	0,16174	
170	0,16174	
171	0,16174	
172	0,16174	
173	0,16174	
174	0,16174	
175	0,16174	
176	0,16174	
177	0,16174	
178	0,16174	
179	0,16174	
180	0,16174	
181	0,16174	
182	0,16174	
183	0,16174	
184	0,16174	
185	0,16174	
186	0,16174	
187	0,16174	
188	0,16174	
189	0,16174	
190	0,16174	
191	0,16174	
192	0,16174	
193	0,16174	
194	0,16174	
195	0,16174	
196	0,16174	
197	0,16174	
198	0,16174	
199	0,16174	
200	0,16174	
201	0,16174	
202	0,16174	
203	0,16174	
204	0,16174	
205	0,16174	
206	0,16174	
207	0,16174	
208	0,16174	
209	0,16174	
210	0,16174	
211	0,16174	
212	0,16174	
213	0,16174	
214	0,16174	
215	0,16174	
216	0,16174	
217	0,16174	
218	0,16174	
219	0,16174	
220	0,16174	
221	0,16174	
222	0,16174	
223	0,16174	
224	0,16174	
225	0,16174	
226	0,16174	
227	0,16174	
228	0,16174	
229	0,16174	
230	0,16174	
231	0,16174	
232	0,16174	
233	0,16174	
234	0,16174	
235	0,16174	
236	0,16174	
237	0,16174	
238	0,16174	
239	0,16174	
240	0,16174	
241	0,16174	
242	0,16174	
243	0,16174	
244	0,16174	
245	0,16174	
246	0,16174	
247	0,16174	
248	0,16174	
249	0,16174	
250	0,16174	
251	0,16174	
252	0,16174	
253	0,16174	
254	0,16174	
255	0,16174	
256	0,16174	
257	0,16174	
258	0,16174	
259	0,16174	
260	0,16174	
261	0,16174	
262	0,16174	
263	0,16174	
264	0,16174	
265	0,16174	
266	0,16174	
267	0,16174	
268	0,16174	
269	0,16174	
270	0,16174	
271	0,16174	
272	0,16174	
273	0,16174	
274	0,16174	
275	0,16174	
276	0,16174	
277	0,16174	
278	0,16174	
279	0,16174	
280	0,16174	
281	0,16174	
282	0,16174	
283	0,16174	
284	0,16174	
285	0,16174	
286	0,16174	
287	0,16174	
288	0,16174	
289	0,16174	
290	0,16174	
291	0,16174	
292	0,16174	
293	0,16174	
294	0,16174	
295	0,16174	
296	0,16174	
297	0,16174	
298	0,16174	
299	0,16174	
